,Verbs
35586,prepared
35587,landing
35588,connecting
35589,im
35590,verified
35591,flying
35592,tired
35593,looking
35594,boeing
35595,expected
35596,screen
35597,leading
35598,ba
35599,charging
35600,want
35601,opens
35602,check
35603,assigned
35604,plane
35605,booked
35606,involved
35607,opted
35608,go
35609,decided
35610,go
35611,level
35612,verified
35613,review
35614,flying
35615,lost
35616,seems
35617,tied
35618,go
35619,spent
35620,developed
35621,drained
35622,crew
35623,looking
35624,’
35625,crew
35626,add
35627,delayed
35628,running
35629,aircraft
35630,crew
35631,departing
35632,running
35633,meant
35634,running
35635,worked
35636,running
35637,passed
35638,decided
35639,answer
35640,bottled
35641,tea
35642,get
35643,lhr
35644,claiming
35645,landed
35646,landing
35647,crew
35648,tell
35649,resulted
35650,delayed
35651,planned
35652,created
35653,delaying
35654,making
35655,delaying
35656,added
35657,get
35658,travelling
35659,’
35660,going
35661,get
35662,ask
35663,seems
35664,embarrassed
35665,tell
35666,supervisor
35667,ask
35668,thinking
35669,decency
35670,speak
35671,speak
35672,verified
35673,flying
35674,tours
35675,making
35676,travels
35677,focused
35678,check
35679,boarding
35680,expected
35681,appears
35682,made
35683,carried
35684,witnessed
35685,locker
35686,greeted
35687,bored
35688,meal
35689,costed
35690,delivered
35691,arrived
35692,seems
35693,crew
35694,sample
35695,expected
35696,agree
35697,slipped
35698,flown
35699,routing
35700,cutting
35701,say
35702,agree
35703,legs
35704,flown
35705,say
35706,compared
35707,done
35708,boarding
35709,recommend
35710,flying
35711,short
35712,satisfied
35713,provided
35714,become
35715,culminating
35716,arrived
35717,find
35718,manning
35719,serving
35720,waiting
35721,defected
35722,manned
35723,moving
35724,reached
35725,left
35726,desired
35727,disinterested
35728,good
35729,offering
35730,made
35731,cope
35732,boarding
35733,crew
35734,offered
35735,dispensed
35736,clearing
35737,returning
35738,saw
35739,sitting
35740,bottles
35741,remained
35742,removed
35743,announced
35744,landing
35745,apologised
35746,interrupting
35747,appalling
35748,joy
35749,takes
35750,lost
35751,compared
35752,priority
35753,boarding
35754,rows
35755,told
35756,ran
35757,took
35758,consisted
35759,unappetising
35760,breakfast
35761,served
35762,offer
35763,consisted
35764,cleaned
35765,ba
35766,london
35767,please
35768,choose
35769,called
35770,told
35771,suggested
35772,called
35773,try
35774,using
35775,called
35776,done
35777,pressing
35778,assured
35779,given
35780,called
35781,given
35782,used
35783,shame
35784,flown
35785,drew
35786,thought
35787,point
35788,flown
35789,etc
35790,asked
35791,receive
35792,isnt
35793,cluttered
35794,waiting
35795,blocking
35796,trolley
35797,get
35798,comparing
35799,verified
35800,kuala
35801,vaunted
35802,boeing
35803,massage
35804,trying
35805,shower
35806,bothered
35807,needed
35808,boarding
35809,crew
35810,needs
35811,asked
35812,fast
35813,brushed
35814,bell
35815,came
35816,rang
35817,came
35818,said
35819,serving
35820,dining
35821,malaysia
35822,lounge
35823,ba
35824,concerned
35825,travelling
35826,took
35827,returning
35828,flew
35829,crew
35830,enjoyed
35831,going
35832,return
35833,noting
35834,hungry
35835,airports
35836,boarding
35837,crew
35838,ensuring
35839,believe
35840,meagre
35841,let
35842,overweight
35843,reclined
35844,remaining
35845,ruined
35846,make
35847,checkin
35848,took
35849,catering
35850,talked
35851,encouraged
35852,agree
35853,crew
35854,aircrafts
35855,gave
35856,expecting
35857,costcutting
35858,concerned
35859,turning
35860,compete
35861,emirates
35862,travel
35863,cramped
35864,felt
35865,let
35866,says
35867,fails
35868,macaroni
35869,safe
35870,bet
35871,turned
35872,made
35873,cabin
35874,kept
35875,entertained
35876,kiddie
35877,go
35878,go
35879,verified
35880,seem
35881,service
35882,checked
35883,allowing
35884,boarding
35885,needed
35886,aisles
35887,take
35888,abandoned
35889,shrieking
35890,seated
35891,said
35892,called
35893,packaged
35894,passing
35895,finesse
35896,accompanied
35897,stewed
35898,seemed
35899,racing
35900,galley
35901,left
35902,arrived
35903,booking
35904,opted
35905,verified
35906,dulles
35907,excited
35908,dulles
35909,flying
35910,decided
35911,started
35912,went
35913,waiting
35914,get
35915,going
35916,flying
35917,want
35918,boarded
35919,came
35920,seating
35921,seen
35922,sit
35923,meaning
35924,step
35925,announced
35926,removed
35927,depart
35928,breaks
35929,working
35930,locate
35931,take
35932,told
35933,wait
35934,fly
35935,airways
35936,arrived
35937,checked
35938,booked
35939,asked
35940,upgrade
35941,use
35942,gratis
35943,paying
35944,going
35945,flying
35946,make
35947,verified
35948,flew
35949,biscuit
35950,embarrassed
35951,offering
35952,go
35953,makes
35954,serve
35955,future
35956,cargo
35957,get
35958,start
35959,shocking
35960,focussed
35961,excited
35962,disappointed
35963,kept
35964,collapsing
35965,got
35966,travelled
35967,made
35968,got
35969,sort
35970,delayed
35971,incoming
35972,struck
35973,lightening
35974,thought
35975,provide
35976,save
35977,done
35978,haul
35979,europe
35980,think
35981,haul
35982,hope
35983,go
35984,seating
35985,tasting
35986,return
35987,departing
35988,served
35989,drink
35990,think
35991,acclimatising
35992,withdrawn
35993,embarrassed
35994,flew
35995,returned
35996,avoid
35997,routes
35998,seating
35999,seating
36000,get
36001,sells
36002,middle
36003,blocked
36004,make
36005,feel
36006,pay
36007,logged
36008,choose
36009,werent
36010,seated
36011,cheap
36012,flying
36013,looking
36014,leaves
36015,desired
36016,verified
36017,geneva
36018,booking
36019,want
36020,told
36021,charging
36022,give
36023,given
36024,put
36025,whilst
36026,refused
36027,put
36028,oversized
36029,asked
36030,outright
36031,refused
36032,flew
36033,fold
36034,ignored
36035,salt
36036,scattered
36037,avoid
36038,reminded
36039,return
36040,started
36041,refused
36042,fix
36043,saying
36044,booking
36045,miscalculating
36046,give
36047,gave
36048,updates
36049,happening
36050,landed
36051,get
36052,got
36053,tried
36054,avios
36055,kept
36056,getting
36057,tried
36058,calling
36059,going
36060,told
36061,answered
36062,verified
36063,come
36064,limlhr
36065,know
36066,refurbished
36067,send
36068,point
36069,london
36070,moved
36071,inflight
36072,catering
36073,pay
36074,understand
36075,given
36076,subsidise
36077,make
36078,seen
36079,shaved
36080,get
36081,make
36082,dated
36083,offered
36084,believe
36085,crew
36086,efficient
36087,sorting
36088,complain
36089,paying
36090,raged
36091,sell
36092,bored
36093,asked
36094,soup
36095,apologised
36096,said
36097,keep
36098,fell
36099,loosing
36100,asking
36101,pay
36102,find
36103,moving
36104,tired
36105,euro
36106,laughing
36107,flown
36108,seeing
36109,expecting
36110,seen
36111,judging
36112,damaged
36113,showed
36114,okay
36115,consider
36116,using
36117,thinking
36118,made
36119,feel
36120,verified
36121,flew
36122,boston
36123,dated
36124,judging
36125,rust
36126,say
36127,bit
36128,set
36129,call
36130,leads
36131,hearing
36132,called
36133,hear
36134,saying
36135,called
36136,think
36137,given
36138,verified
36139,flew
36140,plane
36141,delayed
36142,explained
36143,believe
36144,crew
36145,given
36146,take
36147,get
36148,connecting
36149,london
36150,return
36151,mix
36152,check
36153,welcoming
36154,run
36155,boarding
36156,offered
36157,boarding
36158,sparkling
36159,offered
36160,sparkling
36161,london
36162,take
36163,offered
36164,drinks
36165,followed
36166,overcooked
36167,downgraded
36168,chocolate
36169,thought
36170,find
36171,crew
36172,offered
36173,drink
36174,desert
36175,provided
36176,returning
36177,sullen
36178,replaced
36179,increasing
36180,debate
36181,t5
36182,remains
36183,sparkling
36184,offered
36185,boarding
36186,sat
36187,reset
36188,abandoned
36189,starting
36190,aging
36191,gave
36192,watching
36193,kept
36194,changing
36195,round
36196,asking
36197,told
36198,curry
36199,completed
36200,claimed
36201,cut
36202,continuing
36203,scrapping
36204,gone
36205,embarrassed
36206,go
36207,left
36208,made
36209,regarding
36210,drink
36211,charged
36212,ba
36213,suggest
36214,asking
36215,theyre
36216,asking
36217,enjoy
36218,charging
36219,air
36220,stooped
36221,worry
36222,improve
36223,gone
36224,reduced
36225,reduced
36226,ba
36227,ashamed
36228,continues
36229,verified
36230,flew
36231,tofrom
36232,commenting
36233,cabin
36234,retrain
36235,boarding
36236,pointing
36237,begin
36238,walking
36239,positioned
36240,struggling
36241,seated
36242,unfamiliar
36243,disappear
36244,need
36245,verified
36246,use
36247,served
36248,startling
36249,landing
36250,crew
36251,improved
36252,verified
36253,online
36254,checkin
36255,plane
36256,arrive
36257,boarding
36258,got
36259,think
36260,remove
36261,behaved
36262,seat
36263,use
36264,flew
36265,seating
36266,given
36267,coffin
36268,appeared
36269,going
36270,serving
36271,whilst
36272,trying
36273,bored
36274,packed
36275,listen
36276,seating
36277,seating
36278,fly
36279,choose
36280,took
36281,offered
36282,got
36283,booked
36284,verified
36285,flying
36286,rude
36287,button
36288,waiting
36289,switched
36290,asked
36291,please
36292,turn
36293,asked
36294,help
36295,shaking
36296,fly
36297,paid
36298,ba
36299,letting
36300,paying
36301,verified
36302,mistake
36303,weird
36304,sliding
36305,climbing
36306,say
36307,longfaced
36308,miniature
36309,told
36310,explained
36311,comes
36312,emirates
36313,league
36314,add
36315,seating
36316,dire
36317,installing
36318,failed
36319,check
36320,taken
36321,missed
36322,arriving
36323,lost
36324,didnt
36325,get
36326,took
36327,break
36328,waiting
36329,told
36330,spoke
36331,submitted
36332,took
36333,accepted
36334,gave
36335,excuses
36336,causing
36337,london
36338,glasgow
36339,appalling
36340,gone
36341,looking
36342,fly
36343,verified
36344,review
36345,online
36346,cyprus
36347,flying
36348,evening
36349,sat
36350,opened
36351,boeing
36352,ba
36353,travelling
36354,happened
36355,flying
36356,larnaca
36357,flies
36358,ba
36359,get
36360,choose
36361,gets
36362,choose
36363,fit
36364,appear
36365,hoarding
36366,pay
36367,verified
36368,experience
36369,relaxing
36370,fly
36371,australia
36372,decided
36373,boarding
36374,wanted
36375,settled
36376,made
36377,making
36378,permitted
36379,set
36380,config
36381,etihad
36382,called
36383,aisle
36384,fine
36385,sleeping
36386,limited
36387,ok
36388,a380
36389,provided
36390,rica
36391,scratched
36392,appalling
36393,including
36394,walk
36395,seatbelt
36396,extended
36397,didnt
36398,think
36399,disappeared
36400,extended
36401,running
36402,compared
36403,charging
36404,demand
36405,travel
36406,heathrow
36407,fast
36408,lounge
36409,started
36410,boarding
36411,pointed
36412,shown
36413,showing
36414,trimming
36415,coming
36416,felt
36417,cramped
36418,sitting
36419,say
36420,served
36421,took
36422,delayed
36423,take
36424,finished
36425,overcooked
36426,eat
36427,given
36428,crew
36429,took
36430,dimmed
36431,served
36432,landing
36433,transformed
36434,took
36435,get
36436,landed
36437,given
36438,arrived
36439,passed
36440,cutting
36441,compared
36442,benefit
36443,cutting
36444,saved
36445,getting
36446,cabins
36447,improving
36448,given
36449,based
36450,set
36451,verified
36452,flew
36453,preferred
36454,decided
36455,secured
36456,flown
36457,ba
36458,singapore
36459,boarding
36460,welcomed
36461,crew
36462,drop
36463,sleeping
36464,connecting
36465,go
36466,complicated
36467,straight
36468,crew
36469,served
36470,cleared
36471,lasted
36472,crying
36473,verified
36474,san
36475,excited
36476,announced
36477,driving
36478,getting
36479,congested
36480,booking
36481,paying
36482,proceeded
36483,told
36484,overbooking
36485,provided
36486,following
36487,accepted
36488,boeing
36489,given
36490,boarding
36491,provided
36492,included
36493,menu
36494,landing
36495,given
36496,boarding
36497,midflight
36498,let
36499,included
36500,crew
36501,crew
36502,minimized
36503,run
36504,serving
36505,biscuits
36506,missed
36507,handing
36508,remind
36509,arranging
36510,verified
36511,bahrain
36512,flying
36513,flying
36514,oman
36515,uses
36516,lhr
36517,crew
36518,disengaged
36519,felt
36520,gets
36521,bathrooms
36522,lounges
36523,need
36524,get
36525,bos
36526,tired
36527,cramped
36528,seating
36529,crew
36530,disengaged
36531,compared
36532,lounge
36533,compared
36534,doha
36535,qantas
36536,given
36537,fly
36538,check
36539,complicated
36540,get
36541,made
36542,going
36543,serve
36544,make
36545,etc
36546,kos
36547,departing
36548,flying
36549,contemplated
36550,flying
36551,didnt
36552,seem
36553,checked
36554,paid
36555,went
36556,seemed
36557,offered
36558,preferred
36559,knowing
36560,work
36561,seemed
36562,said
36563,offered
36564,depends
36565,classified
36566,couldnt
36567,find
36568,end
36569,serving
36570,took
36571,seemed
36572,speeded
36573,left
36574,crew
36575,offered
36576,made
36577,arrived
36578,selling
36579,want
36580,pounds
36581,london
36582,enjoyed
36583,go
36584,verified
36585,flew
36586,delayed
36587,go
36588,nightmare
36589,helped
36590,run
36591,made
36592,geneva
36593,shocked
36594,provide
36595,run
36596,flew
36597,shared
36598,salad
36599,left
36600,paid
36601,choosing
36602,get
36603,struggle
36604,find
36605,fly
36606,please
36607,make
36608,mention
36609,plane
36610,verified
36611,flew
36612,heathrow
36613,say
36614,flying
36615,got
36616,put
36617,keeping
36618,said
36619,try
36620,get
36621,opened
36622,stuck
36623,ripped
36624,came
36625,offered
36626,asked
36627,waiting
36628,verified
36629,organised
36630,need
36631,pay
36632,selecting
36633,fly
36634,consider
36635,managed
36636,get
36637,boarding
36638,landed
36639,given
36640,beginning
36641,tired
36642,told
36643,left
36644,asked
36645,drink
36646,bothered
36647,say
36648,left
36649,thailand
36650,emirates
36651,plane
36652,boeing
36653,outdated
36654,emirates
36655,send
36656,fly
36657,verified
36658,return
36659,aisle
36660,evening
36661,departed
36662,seemed
36663,goes
36664,seems
36665,annoying
36666,seemed
36667,chicken
36668,crew
36669,trying
36670,reappeared
36671,pretended
36672,landed
36673,seemed
36674,needed
36675,hurrying
36676,serving
36677,verified
36678,supposed
36679,taking
36680,settled
36681,turned
36682,fly
36683,checking
36684,cancelled
36685,boeing
36686,get
36687,cancelled
36688,understand
36689,stood
36690,knowing
36691,going
36692,check
36693,told
36694,come
36695,delayed
36696,found
36697,supposed
36698,arrived
36699,decided
36700,check
36701,get
36702,settled
36703,arriving
36704,staffed
36705,find
36706,bag
36707,missing
36708,made
36709,knows
36710,centre
36711,packed
36712,check
36713,explained
36714,told
36715,sitting
36716,returning
36717,dhabi
36718,plane
36719,leaking
36720,found
36721,test
36722,verified
36723,remote
36724,stand
36725,boarding
36726,waiting
36727,stains
36728,delayed
36729,missed
36730,departing
36731,lead
36732,threatening
36733,stand
36734,moved
36735,males
36736,rear
36737,row
36738,becoming
36739,using
36740,spoken
36741,told
36742,gets
36743,tasting
36744,round
36745,landing
36746,conclude
36747,taken
36748,verified
36749,leaving
36750,consisted
36751,drink
36752,served
36753,cabin
36754,embarrassed
36755,need
